protein,f1_0_f2_0_R_0,f1_0_f2_0_R_1,f1_0_f2_0_R_2,f1_0_f2_1_R_0,f1_0_f2_1_R_1,f1_0_f2_1_R_2,f1_0_f2_2_R_0,f1_0_f2_2_R_1,f1_0_f2_2_R_2,f1_1_f2_0_R_0,f1_1_f2_0_R_1,f1_1_f2_0_R_2,f1_1_f2_1_R_0,f1_1_f2_1_R_1,f1_1_f2_1_R_2,f1_1_f2_2_R_0,f1_1_f2_2_R_1,f1_1_f2_2_R_2
slr1471,1561735.55211,2275651.23763,1636636.05237,1249684.46902,1410161.3873,704945.204178,1722438.73806,1479370.198,1447409.69451,1676424.07733,1284731.77659,1234723.25841,753175.689446,1053359.55135,604818.944415,962930.493262,2362741.22165,756591.228088
slr1476,1011190.0033,1661008.25738,1425353.33398,2411855.18359,3241408.30809,4033732.6388,2969605.01491,2544991.35858,3646857.55893,783276.357943,1624961.56594,1341407.18228,2984263.42979,3036143.76736,3089992.91013,4539021.40684,650258.855968,3497947.17884
slr1501,968219.100404,719909.423925,476011.593106,284622.627396,262106.134172,270780.231547,187602.563698,64255.4750903,293534.577292,293209.979259,519675.10862,699720.420036,347387.071539,457176.90469,721576.184817,168073.68498,401939.467507,177085.409611
slr1505,61208.3327689,500064.515205,292596.528756,445465.430442,512034.290611,359912.303807,220007.972034,480672.526995,324149.881078,502038.966363,614604.403498,562712.797833,393717.191528,689706.27711,510907.063218,595471.133882,985845.671599,472898.82373
slr1507,2504153.29967,2288505.26309,203762.032425,1836478.95065,5841564.25309,3332439.2987,3900627.51676,6812546.28069,4229674.09841,495552.172654,1652116.14197,1396179.10533,1803158.71452,126001.252693,149979.146348,2412214.94981,384071.750694,6539065.89459
slr1510,230594.290281,1085045.22925,410583.194715,183505.280068,212750.463788,535402.902977,200092.297597,146397.837792,446177.376574,384878.324977,410240.446563,182942.925777,148373.134275,354125.561312,121284.911201,242278.146131,359185.145544,127095.440419
slr1511,394676.721878,423205.516186,391731.597877,105723.79932,470348.267872,232166.385275,194097.585387,522326.174213,272937.362528,737224.776982,849237.915034,1056426.94383,693584.115503,655238.425197,695428.591559,619115.071617,515204.811322,479333.069403
slr1516,16399929.3944,3083610.16166,11716044.0882,12285196.7073,4185415.69978,4516684.38131,8200945.6019,11679634.322,11402858.8666,3705931.62742,1239273.47146,2047373.44276,4582875.64852,1591210.6735,6648658.87448,1865773.27322,2521669.54104,306523.652024
slr1517,2845579.85249,722865.628609,602464.0339,3495900.07203,3141319.65507,3946137.46737,2737846.00881,2719508.8991,3115938.12625,4947225.44685,5596030.7761,5311002.9254,3517814.25208,3252980.03492,3575483.74959,3358125.77852,1178329.49663,3054404.13055
slr1531,1935174.71499,1616522.02233,1124624.02415,1411244.09323,1354119.96767,1453116.16353,888420.911854,532611.685155,1156025.33265,942615.157267,939276.525502,815875.398515,1879851.5504,1672162.98934,1854662.21751,1221568.94377,2176347.7366,1175493.9118
slr1533,1170363.41664,3291132.51332,834034.113923,993479.421752,1485639.1323,979706.23334,539789.368948,1037068.67467,566686.428411,1557826.0945,1118059.60133,1257602.822,1068528.54693,897690.541853,1023106.23511,714679.29291,734752.586174,626462.850396
slr1535,1795914.39554,1696112.50317,49433.5658755,3714538.3847,3639922.14797,1040546.6252,258071.602329,311637.292206,440087.397768,13128.0974969,236432.745412,154697.051028,1061243.07347,1759681.31559,2584890.11028,357013.393146,97325.0830638,363799.350728
slr1537,162909.319733,265337.379764,196972.215995,208065.772938,121718.181628,105035.444593,75734.2803348,137331.411763,92995.6872326,89618.0356161,80491.6560461,92736.047405,109703.788667,253980.282645,83254.2285443,96686.4165717,256252.021174,169842.793973
slr1541,486048.687295,2744406.29401,5256321.24728,2308241.67898,1686623.0098,927121.469165,848260.966304,758928.349308,2046538.99705,2360469.12198,1014888.74403,588895.730438,1372369.2317,480536.193891,1531069.66269,1300825.79241,2101204.19819,1034989.56774
slr1542,1830291.62057,3952637.94111,2968326.39479,1218574.82003,1574925.45462,1395334.60133,1133697.04074,1596971.60799,1755720.41355,4101635.38546,4047175.27123,4921771.9243,1763032.0552,1472911.82867,1722502.71322,1768354.14971,1221234.75495,1982673.50496
slr1550,1382365.06888,1297115.37447,1270466.66732,2732740.90457,2317066.04605,3430879.53093,1745184.41002,1371756.00162,1362164.61254,1539237.57106,4576486.84221,2546616.75876,4258283.18403,472344.246589,3572995.22936,1571399.61964,1770048.67627,1574265.38463
slr1557,894895.286178,1020265.90325,986736.918729,714141.543547,702342.243485,867306.237416,468844.864312,336981.681119,463987.978981,607333.904542,569789.745358,637444.900569,431315.070673,413716.1311,474606.800154,498214.942094,736447.854628,404724.040943
slr1559,1321165.95526,667550.217894,2310548.25161,942150.325685,995830.245912,506988.25435,2615605.31637,1666325.12199,2313091.43958,2461514.46191,3286200.31684,4279718.10242,1469110.96871,758359.746574,956863.595733,1443190.11617,2803235.72059,1916607.15496
slr1560,1814564.16044,2447576.73119,2193867.53641,1103200.64658,1240060.63319,1283389.79579,692598.728677,623225.431151,877072.449626,1375891.00088,2277710.34782,1886137.08868,1629973.01976,1298545.25055,1429051.54171,1251738.64104,2875823.14976,1599544.57874
slr1571,1242297.18709,7601177.62986,6600399.06944,1625735.03686,1084611.16027,7871685.79442,6649060.84191,1139977.40085,1562816.24453,1535939.0963,5888628.49239,6389205.80305,6642096.0684,6418185.52067,2647180.70206,251220.730632,1452865.87466,1951188.69085
slr1572,720381.627187,1014309.84945,309285.092271,149000.432084,423671.02992,79276.7554556,262198.523307,238341.936277,470787.562831,778793.183667,551718.824166,351455.375807,201432.484028,369947.867748,406350.311356,294249.599647,555064.82736,178455.816881
slr1573,2523219.31783,1012845.6233,416517.752491,1829124.46882,1928996.88548,1555039.91205,4445455.77761,1575225.3065,1573528.49823,1120557.7012,830845.945867,1013944.79523,1511492.42391,3932881.8166,1758816.78107,2305807.91402,448766.87663,354380.405326
slr1577,335819.095488,1928506.2257,1150048.4324,508460.36925,546492.888961,371222.474466,300401.483582,333419.833613,269777.809763,641347.979875,726001.711229,437144.972239,288211.143288,283591.571709,316187.793908,279445.172943,510800.497476,256610.324317
slr1579,297426.789909,907000.840922,613714.979745,210346.787629,719170.068697,332202.065347,409400.304898,1349847.02144,550295.57885,443711.142969,810986.834635,694582.392673,408575.874281,381712.131592,464974.025563,422877.754764,637824.026578,496580.773953
slr1590,4164360.095,688732.539321,734094.001505,1730734.41263,367408.397715,1847256.99055,3325307.4687,495884.633181,2691780.83112,453874.641758,533482.239162,466562.077642,1083235.88334,1298758.84527,1212317.66861,2192959.31471,1511694.40714,2172753.55465
slr1604,5873764.89042,11212255.9779,10512479.6453,6741949.32244,6340515.95183,7290505.45153,7174126.69733,8409018.41225,7621499.79014,9253544.87113,9046868.10926,8074936.72276,7697386.05144,5376748.98465,6388309.37229,7482169.30451,1652884.88405,7804782.49989
slr1609,6076354.69673,2466526.5181,861282.474169,2979062.42051,2600478.80088,2824142.31074,2609206.02202,471040.126347,2678805.91112,903467.621163,1559828.27086,1263258.68038,3793515.74029,6318596.17884,5124520.53841,3017293.95231,5856724.49804,3448681.80159
slr1612,980112.047253,347848.281738,544480.507523,1225766.201,1041730.86258,775356.929184,464226.739014,425706.70603,1252923.58953,546415.395624,492059.695471,369685.420181,1134831.02859,1278608.27616,1139179.28491,722213.484667,694269.566728,662613.752928
slr1616,583101.333532,198924.422337,153407.667961,179381.630822,115460.325818,121606.846114,134580.987049,354959.69493,182198.621958,113341.868074,178284.924516,155750.090554,196772.764481,149931.620984,131991.176014,215894.747966,469042.735035,98143.6030953
slr1617,38928377.8428,13826528.7788,9657501.60324,114858.083057,20322405.7271,121345.574822,25411032.5419,11061315.4979,12321455.9064,9209111.45599,11456022.8868,9925658.93911,279347.364348,366822.992447,39820136.6496,29788986.8364,5516317.98011,26253575.3947
slr1618,2989248.43287,3408548.74277,2830289.41256,515565.510976,1788401.23511,2388952.13517,1579539.93072,895920.824068,2108136.97674,2140841.21683,1649762.97767,1716462.16548,3029734.23317,2056908.77064,2269527.05163,2195141.00878,1446035.64314,1451782.43252
slr1619,17008479.0114,19700159.0834,6140865.51217,18224356.4478,17153021.6365,18219174.2841,13759085.0328,13023200.7945,19562854.5916,8348708.084,16575583.3865,16296768.026,20963234.0262,18519841.4823,23338683.3929,18040954.1659,4473709.62024,18936515.295
slr1622,9446939.55285,850046.396702,1470865.20489,6723962.12901,1642716.30494,10863503.1273,9045026.79837,854873.927274,4285208.7612,3395422.94662,8936602.07703,3369712.42946,13610754.5116,8079688.2812,8833061.65335,5823239.22501,1195935.14009,4680486.55617
slr1624,1347921.09489,330849.910377,714433.71526,1045092.77713,871264.91248,1417804.8117,947332.634223,1105517.30863,1431538.67637,923423.750576,1358039.97635,1118836.95379,1329319.45405,1193129.01189,1277271.61752,1310583.36915,4005498.21239,1538365.06468
slr1626,2781839.58709,221830.322197,4506829.15278,418987.655332,627933.381709,575911.383027,394016.904366,631262.828384,517487.163786,455902.070791,308837.895494,2460368.95985,403475.092969,381362.279209,441811.264958,642257.789057,968559.371172,652917.937644
slr1636,2168845.73411,1109026.4813,416556.130401,3739918.31748,2370320.57014,904137.577054,3742416.44378,2748681.87026,7474971.99801,1673389.53932,2323743.21251,2423355.29037,8388799.47823,238161.554484,8411594.42231,7735641.78083,866016.936556,1922614.20531
slr1641,3075241.49016,3979855.33701,3986494.44988,3407629.24952,2547362.16032,5397258.53733,3667405.88307,2358780.52919,3080523.57811,1715973.68599,2680276.94468,2744209.35407,2575599.44411,2759211.08082,3501718.56494,2396729.32363,6106246.01024,1921058.88536
slr1643,59899576.9951,35116639.9213,39352867.4193,13606548.6612,16950047.5235,24333854.2902,24445589.3851,8909583.79127,19246529.7815,22450673.5923,18752314.9189,19768592.3865,16917228.7265,19123264.3869,23621036.3956,14291766.2818,34956544.6536,8539951.20341
slr1644,1147049.79897,1261033.41304,633473.704148,943675.573596,872623.789162,1129103.32918,1092393.91975,520063.083505,555148.876198,1519388.55041,1290466.87192,1383430.50741,1299194.30128,1323737.06368,1030376.00804,590853.665089,311770.470971,806010.083302
slr1645,6014040.93621,991514.147058,532912.392645,919039.214006,1338307.4209,1178042.4566,2628826.70172,974007.977752,2460153.06603,4041848.40528,3019233.25173,3154673.89493,292298.746528,689729.690696,492842.030485,904432.66208,1714243.01918,661456.095233
slr1648,648423.33836,718103.315196,507637.921974,616173.874927,514280.381563,624733.706753,402953.008125,134274.64027,439022.635555,431313.625122,349073.191191,420704.609175,485255.803851,314400.067093,336119.375698,489955.299726,1122099.48863,407463.988964
slr1655,9649839.5768,323263.592613,7269233.61733,27817253.8338,27643801.421,31352752.3688,32615508.0596,36568104.7064,37662723.5808,13665784.1332,38780493.1098,19892064.9346,52143075.3945,50506354.6963,61309442.8267,37462177.2636,45759924.0141,39571230.2496
slr1658,1865253.54474,288432.777664,416706.257353,1667698.35502,1498837.02803,1855616.38917,1565930.85658,591746.65396,1197110.05885,1350895.36672,1763013.31936,1640196.24411,1127417.60079,1205043.42073,876838.367234,971876.665353,985033.698915,828037.541857
slr1665,2189315.8565,2319525.48028,1834763.15523,2756381.71725,2264444.11908,3203667.26602,2440028.90716,1821046.40309,2683320.97813,1074885.88814,660786.359994,1034633.47701,3167346.21535,2607213.73196,3348631.59754,2235438.83318,1833600.14974,2738849.37236
slr1666,1154224.26321,3538804.92196,1561273.11032,1409406.11272,2240408.67335,1756248.05649,1041777.27112,1563061.09495,1264341.76785,3167143.06216,2698174.20229,2537541.65802,1574840.88994,1630808.46188,1861163.62021,1576254.30357,1111787.16089,1264392.86361
slr1668,2848533.50658,3027863.30904,2278912.99944,2189187.96768,1612205.75399,2486146.24501,1522501.95462,1207697.74624,1829730.70654,4126958.37977,3324244.34221,3756036.6376,2045761.22053,1838043.82226,1565448.35114,2654802.10942,6160368.56165,2594457.33866
slr1674,500126.940553,595909.925467,508094.822633,770963.639837,584328.825683,130221.238131,390061.803297,283453.111577,519235.818195,1794277.50192,1333953.39178,1692071.24876,1729169.37749,1030048.16846,1304042.859,823928.645337,1420262.91643,693842.498641
slr1677,424800.351004,469634.552305,344313.621352,427746.919764,473481.9511,285304.543441,109190.836472,250969.85642,253451.683711,189209.965553,357208.050527,240217.212642,256336.901714,244127.190293,265834.856361,213876.483604,1043703.98057,193468.229558
slr1678,594803.961274,342526.431573,1289959.11045,98449.9935956,491559.801914,204140.276865,312487.474121,804865.62536,73935.0388642,881749.099202,583444.546288,545494.051349,81026.0337735,195232.430786,555857.595658,129708.160698,1569670.55236,288944.025858
slr1679,690526.442716,1415256.18886,554978.159971,755591.435119,299084.724794,267903.097582,2048889.1331,482071.652184,2230002.57195,1338676.78668,1185237.64229,1172073.95528,950006.438743,318587.097509,1190204.71227,1996702.99125,734429.189286,2188485.76282
slr1690,5964362.79133,1540616.25148,1467491.44522,5514896.43603,4198391.43876,5431043.60504,2473993.84391,2238842.83238,2997507.1012,1687205.05072,2066988.3405,1764932.11148,10076018.5188,7359297.44684,8530698.52132,3865269.5759,382062.430175,4068343.83726
slr1693,3015623.06764,3340573.46846,2565463.64397,1377728.19379,1395852.36511,1512050.63052,1275745.24305,865749.964175,1422204.11324,1151040.81749,2155903.31328,1884873.66829,1709585.07395,822336.611169,1639396.63778,1627276.96905,2615404.48248,1132965.81115
slr1694,2817818.91521,771586.422594,399088.208921,2021791.36305,976228.65946,2043049.59058,2107943.34517,2699038.90455,3744139.13137,405771.579274,569867.801372,451204.026709,3356612.57633,2644363.05846,2904566.18381,3923828.67333,1873039.42049,3870989.75081
slr1697,622471.470757,938800.071328,730341.530033,329504.088223,360873.759181,363913.305723,298880.78363,365126.000703,216619.576305,391046.190529,148220.90573,531887.589795,119794.57461,167427.627704,194282.568092,169865.414485,667255.91084,182420.276622
slr1702,2690030.13647,4023993.60301,2541577.4101,2277460.24464,2067043.10232,2500316.69826,1537245.58452,2366329.78394,2078097.3373,2066033.11416,3393223.70128,2474807.7284,4287960.12027,2551896.77153,2907338.92439,2600418.55418,3923365.10573,1819471.53861
slr1703,14577725.2026,14942727.6524,15113871.2682,4683870.9728,5890556.28409,6359942.55525,2943871.8373,3908910.80791,4142492.82937,8473547.40264,14369726.3708,13273727.1231,7407004.91847,7161692.10688,7786379.15004,4679960.14892,6535093.82348,4973761.54658
slr1704,408815.794116,525544.486732,699472.947411,233635.0686,191064.908032,222073.773951,182082.454516,1197677.14394,182989.922058,532610.15593,668912.667976,632023.895315,1309104.13162,1028394.26786,3294931.8615,188160.779689,259085.39783,194021.852065
slr1718,2245083.46844,641372.126432,549506.055826,1485182.30707,1656986.65473,3827209.07994,1047554.91541,969022.902448,942518.422767,690549.054367,539506.499161,1568506.78678,2046758.44878,2589759.35523,2212883.50274,1238603.57673,5595351.05491,1476764.32049
slr1719,3575285.63177,6153359.90871,1922447.16924,4854837.65519,5098672.92579,915561.900558,7673581.65314,7344146.07908,7933259.48183,12345075.108,8999205.87186,9971120.06045,8213972.34492,6469465.39364,6776303.13329,8914125.68738,4673078.54956,9348935.60196
slr1720,8335519.39769,6300242.59503,2070542.43022,7548078.99161,3947939.48733,8029566.08779,4639103.03383,2671740.06958,4481131.70994,2384787.83342,3834594.1333,2734076.15739,9322909.7924,8757071.93635,11963126.4129,5017415.45143,6241689.32139,3631004.90579
slr1721,10903845.7891,4326483.22215,512284.799469,2533095.99892,4103606.64191,267749.939273,4554036.18254,5140595.37801,5630417.95578,3012194.95831,2491796.3254,1678965.05912,2503823.96346,6755984.49989,6177715.14198,127748.427073,5962928.63853,1839050.09015
slr1722,678618.677938,1674294.24281,1016165.67543,22437226.173,15381374.7517,20788242.5014,13206617.4559,8688703.03581,6287014.02058,579185.803599,953373.804637,500081.931467,4748136.73581,28285067.5066,4269340.96157,2713947.26771,33262316.4299,17039788.5814
slr1727,176614.39822,278009.718646,409056.940754,1152762.95945,1222599.08768,1158352.80554,1354205.68224,1143648.5354,1472145.64338,369835.793375,917629.778299,586350.909195,1464897.70792,1532096.09346,1641368.84164,1363871.65968,372191.669445,1721431.59321
slr1732,543679.349321,1055248.94283,656487.893745,1701360.66614,1065808.09559,1801158.85057,986562.231097,179052.76829,1071745.00438,398652.649168,325179.82994,689930.39214,193293.474583,521618.757758,925837.670698,292686.8495,261345.266416,675341.005234
slr1735,263979.266147,233361.588663,551835.694156,283141.93534,57182.0871909,665506.775864,196492.490764,288943.871547,1044348.37788,412807.73599,1360088.88723,1141204.70654,1887836.19977,1557800.44597,2106217.51923,1461687.04113,1143956.75698,345426.694593
slr1740,908132.416089,1163134.55999,1003943.28765,119284.121238,189967.671973,380552.80148,841785.49059,614030.943379,744091.439232,1029235.91647,539632.860264,489643.798731,555787.082533,833665.526534,654716.503191,1251704.16614,1248900.23176,775954.340102
slr1742,910561.900937,1117228.46164,837806.601551,501481.172714,492790.943701,324202.75601,236359.471821,604646.027395,294252.280821,1074297.44456,1912893.90195,1533709.92056,690639.224072,815209.197455,796458.387327,470192.188094,705134.692775,500932.791553
slr1743,524686.584953,772575.527594,596169.985045,468664.447193,582675.620644,545599.728867,536025.861373,725055.707633,612620.696412,228393.636372,369930.954157,258617.882106,639890.219334,340524.089589,462741.680194,418695.368505,625748.06232,670618.122614
slr1744,2746372.58498,4677543.43894,4430151.73339,14175398.6775,13990220.2098,15060234.1387,11932135.6311,12128564.7679,11871193.3687,28006436.5472,23688442.9833,24181357.2305,17140036.8993,13796738.1834,12756393.9492,21290637.0189,4245815.41859,15758628.7058
slr1751,14433951.6761,21701437.1729,15542790.1338,7301774.08018,7170191.46812,6976114.24015,11264994.5664,6330754.83937,5684221.76763,13449551.6758,3405116.99883,3201015.97429,3358890.03079,3170328.48856,3734509.99716,7173862.83692,5022167.83163,5769786.73688
slr1753,494012.072067,363986.029712,786845.457895,801393.715067,700984.838886,626894.533887,1143084.86398,494115.849399,1404017.76521,550962.275858,400839.416521,492385.839975,499366.532729,595449.332384,348576.368356,904291.08957,785837.857028,406207.312691
slr1756,20266562.8224,16839139.4252,15751293.4782,4726050.1284,33373477.7578,10141765.0928,26910960.3568,7106234.80816,40434726.1331,54528219.7776,75930060.5778,76037456.6826,49962138.5754,17341348.8297,52118081.4409,49860714.6277,59350615.7843,39774609.1974
slr1760,808100.27676,257662.346422,290235.872602,143430.911741,275923.322079,152073.739144,150730.596235,730678.031736,396837.704643,871264.792687,243314.277735,289177.950759,430855.289614,521051.166436,692395.764936,615102.685152,210993.852861,582193.03438
slr1761,7472420.45383,57314842.9523,51094648.2287,29332956.8975,33574701.1075,28636986.0411,53625562.3945,51050388.168,47160259.6507,55851633.5732,38502288.3653,47423912.5724,31927904.008,27074102.4313,29529001.1414,39259537.4324,6902885.31018,46854812.5008
slr1768,1105369.74353,3251777.27662,2151769.0966,1061290.99698,771932.115866,2162497.98576,1329189.06747,3240544.87964,2118877.72359,1187426.97432,1178226.35319,1171897.61012,592113.268497,1120431.77407,557784.306559,1610745.4818,3147206.51397,2103319.80814
slr1783,16735495.5486,5679153.03245,9609041.96259,3154469.45873,2675172.24897,2564757.06421,2043481.09668,898867.728276,3467387.9723,4804770.22444,2982807.24185,3651768.64297,2341634.25502,2479758.69082,3979365.63809,2260175.06508,5603888.652,3286111.96866
slr1791,367137.428921,797294.383858,631259.519215,666044.732161,483356.623266,719953.258431,442065.35704,546668.294763,144019.9343,662072.390531,962591.720699,724297.434915,389663.770146,494208.901363,460091.080131,317054.702072,366711.720471,210985.09154
slr1793,15784105.2414,8526927.36068,12929535.0543,9535340.77001,6427966.39754,8362783.85167,7149697.35174,12436643.7071,5648583.27728,9553883.87286,7956294.39467,8732706.40422,11111098.728,7251787.66079,11400508.5444,9702348.7676,14215004.3263,4338519.34596
slr1794,1647795.70237,560645.360242,821995.066197,847172.374357,796297.483637,1546284.36293,1718187.05127,454166.990649,1575654.06774,879825.263251,1296202.36762,1239716.66002,1393502.77131,732280.592329,705400.998323,995095.552692,1741529.93391,813090.658423
slr1800,2216613.31806,3243896.66211,2409587.79896,1607212.44793,1505769.02002,1514619.83308,770393.094474,882292.9241,731421.456553,1771281.3813,2635402.6262,343599.887248,1639898.79986,2327725.60626,3237856.58447,793107.40401,1475230.79458,592255.874852
slr1808,1134259.39652,1383137.35071,1882225.81355,1288427.09677,1155423.42984,1504492.99228,687040.786922,467495.446729,797098.159658,771507.029314,1555417.33026,1614734.19857,1467981.19607,1054627.65921,998034.264885,440821.971832,680622.163497,789620.996832
slr1818,1352287.84668,1868209.73092,1754438.65322,877680.414307,849270.60298,526957.628548,556279.095481,623640.538708,552626.339175,968789.208376,524498.409054,860757.120266,523258.473173,442632.721386,593117.500144,404934.615271,405203.902996,156925.462714
slr1819,4218899.35843,2565247.57617,1767251.91417,1908178.176,1989024.92708,4627934.26563,1708978.27434,1460663.22941,2931988.69945,3327382.49028,4946409.5097,4773103.49669,2070438.88923,1925839.73336,1229544.00847,2420550.78363,3034190.58729,1252671.7427
slr1829,705603.06599,798891.052917,564910.289908,284277.043057,246109.18637,330257.608373,222364.061421,139338.125735,253204.707382,180957.221066,222714.393456,665128.763515,199859.943552,180970.271043,182005.080324,230979.475722,777480.471534,226537.672925
slr1834,45235997.735,51503698.9219,37717539.4673,17848504.6026,18598966.0042,28631431.797,2196119.00291,30827169.5424,18002902.5497,26235070.1526,26050142.6523,735234.527191,1115629.09842,19624005.4366,11973229.2521,11255559.7923,37781146.4289,17270595.8467
slr1835,945794.393429,1461647.82507,1145466.30322,324350.797785,386998.700518,26173.8322758,45522.5364933,42365.4038105,163138.711763,107356.084687,684279.822323,899613.542545,10432954.1691,357358.07222,368596.345544,8893436.54705,441506.32546,135827.073085
slr1838,2560411.09749,1775051.23739,1485900.77677,2418756.24712,2256067.75549,2234392.32313,4192158.50529,2937011.29163,4042384.81084,3655460.76487,449857.898572,1054581.9336,859473.740417,1407308.56061,995937.61229,1929881.82123,1996709.59755,1905381.80995
slr1839,2844558.27756,1520355.89091,2064941.12905,1929333.87533,1810153.44187,963235.46267,1165434.9846,1068122.26619,1972214.22566,682871.937251,409938.340042,913523.557286,1206524.91375,2362764.53153,2103919.90715,491481.602475,2463457.78289,1349489.20313
slr1841,5242927.31036,2410455.97661,1880868.55834,4565073.33617,4814767.51328,542379.175537,5620365.06278,4773359.19263,3913794.85401,1342636.63269,3706908.78288,5264225.53254,1459741.53564,1292400.37647,2659809.7478,2643823.80384,5466303.33935,2624324.14917
slr1842,3495732.71372,2694747.94751,3441379.68703,6933149.78903,6842441.6284,7277918.49077,8522255.21072,5431932.44537,10082280.4712,7267478.7037,5600177.09369,4210787.17007,7887652.57131,6212615.90567,6377994.60135,5460751.05992,9661421.94169,9417848.15266
slr1843,2388829.10762,1080612.72772,678696.337989,2133477.4897,393055.954869,2621095.22157,1923169.10502,470847.493839,1496745.08305,419291.886799,635265.034241,512776.850481,1154960.25361,1327664.97373,1224374.44879,1212757.61008,2399257.09631,766488.391599
slr1844,223701.796022,316992.477946,234523.75901,252183.045364,193024.339717,219004.682221,139977.776982,144154.368243,191467.486541,200721.528277,364426.541478,359720.167835,392452.138787,274835.550404,256858.825928,88540.4358857,1204359.65086,231351.115026
slr1847,9870885.36298,11997186.4021,12289562.0054,13600919.7427,11611880.2446,15791452.7618,16308637.9933,5315162.45528,6477577.30105,11641168.3617,1897291.89557,5472174.56997,2940819.75733,10047454.3846,12716070.7956,2217497.4232,781505.446003,5488554.3474
slr1848,3081663.05934,3129557.63303,3514752.15379,2118849.3818,1830135.88089,2165363.97556,1680558.96064,1409841.8807,1753298.41495,1340194.26177,1445233.10662,1308826.02064,2449803.35184,2089909.74543,2941976.67908,1785182.7481,1938874.39815,1559581.58798
slr1852,2960355.54211,1160434.7679,1301552.41011,7668597.17237,6712285.51655,9568148.69954,4156268.19912,1129372.12432,2087096.69867,4740402.83264,4851162.52374,3755553.11873,19817386.5229,6073765.66742,3955251.999,2574246.64671,2688817.11609,1643066.37969
slr1853,8458563.53412,13433757.8824,2018715.76297,19547137.4131,12913405.6687,20661139.7852,6170110.06353,968983.973975,3142521.61467,8437449.09215,9973532.68902,9539033.5578,13119913.7894,15333884.4089,4734254.12021,3259756.49155,5629132.71162,2656222.40852
slr1854,1980926.87723,1834451.43809,2581699.06469,1638347.80672,1761896.05301,1691252.91302,855970.377117,1669431.00137,636213.765207,2659166.33266,356161.321233,122325.817084,547326.515281,869015.039976,911393.258096,526754.309875,1318728.79654,1029340.74207
slr1855,7509441.50189,5607611.79387,3931475.04461,2675646.40248,3590118.21955,3807584.96821,2728000.66677,898601.859874,2771170.31929,1775999.77252,806168.04152,702482.976938,1400528.73909,3623780.87462,4088363.03543,1570018.79754,2602301.16624,1375372.39588
slr1857,2005299.80494,2617035.56248,2114748.49999,3809397.4805,3834349.23467,4338441.28279,1196954.38555,1700527.8787,1826614.41883,2126504.20304,3201752.97389,2355346.05811,2148490.70278,3558659.64416,3616006.24004,1893039.06891,3869449.88454,1717173.30964
slr1867,1410901.13477,1535549.09892,1593972.31069,524241.984568,560967.480081,477728.59485,777461.995754,759355.614668,633894.66921,401242.735971,70202.9942551,165557.744353,282528.074933,407953.139672,524754.702826,546172.207359,646633.925995,567902.196109
slr1870,150025.661615,585326.932018,799224.603619,295081.146834,1413051.76486,1760302.17253,1656030.1496,681468.468516,316438.380711,268590.452077,180859.459552,243218.045458,1156046.41249,134651.623029,915707.991663,514590.666775,1050350.31284,486703.069805
slr1874,1163807.35591,1709970.49777,1819958.35873,75240.0962996,752380.265589,100546.14694,679677.614029,1159446.44809,953750.482487,1440357.19801,1888161.56522,1957438.42841,1908860.91565,1615229.94557,2109654.80563,1255810.83335,1568702.27488,1376030.81631
slr1884,2446686.86367,1020957.9315,1094075.88287,2182711.304,2059617.99838,2173458.69554,1306599.83403,1341312.57103,1017761.97596,608869.669614,901655.644909,779125.042964,1941986.18669,1333426.08947,2450272.99616,1446417.86108,370573.321424,1332988.46333
slr1887,1733267.53634,1143335.44875,1083232.98799,3386291.0589,2174217.75879,3653476.92648,1634563.15668,381282.493647,1967235.6046,765465.705744,941726.192751,898373.541302,2602328.51058,1620586.50716,2707359.18527,1846060.82701,1108518.96432,1896638.14502
slr1890,3367143.82241,1428757.14504,1362119.96153,2111717.23632,2291706.5765,2443745.71044,3534002.4392,3101100.15429,3592129.22899,679058.804075,967267.709365,875092.298844,1861285.5666,913037.394974,2021419.95434,3238407.1061,1451188.7578,3414762.57278
slr1894,3590219.07156,3066173.64251,2322492.8768,1482817.92506,2804365.56809,2569467.9267,4897578.64858,1523830.79875,4040550.07061,6202764.75843,6502017.23494,6335275.95573,4281502.37266,4497511.63738,2987396.85419,4696951.20846,11421731.0577,4527899.49822
slr1898,5133611.06697,3808790.47411,5135971.73414,2783668.12396,2217086.59535,2871100.22442,1782756.57478,2253649.08075,1762588.75423,1529205.32697,1709157.73966,3490085.79935,2925055.03279,1725175.4134,1614570.74885,936571.174768,2671751.29374,2380436.30149
slr1908,425487.073086,644519.882831,646542.089114,602868.673469,540642.989636,122674.697545,53966.9301499,639054.364917,431453.683912,1108166.66666,1208622.91351,1004955.30284,1038562.64783,800531.851319,1239747.98557,646454.007097,1299603.72089,584684.792117
slr1924,1071297.13275,1183193.43077,2034755.3984,871729.6322,602796.743697,919395.291053,863051.956777,484789.339665,695203.655074,840027.726775,519767.963728,966008.57215,830332.596746,984911.5652,790628.584079,712605.736844,1080068.84109,843185.87963
slr1932,699162.821411,1161018.66634,754888.935313,410440.908121,383152.735282,410146.509479,456913.259063,361017.653622,675781.260282,498089.529471,264822.890368,509286.593578,367705.013775,506671.743893,289716.403451,845861.142491,1435602.67405,329311.299087
